,club_name,player_name,age,position,club_involved_name,fee,transfer_movement,transfer_period,fee_cleaned,league_name,year,season,position_simple,player_id
2825,SS Lazio,Christian Vieri,25.0,Centre-Forward,Atlético Madrid,£25.56m,in,Summer,25.56,Serie A,1998,1998/1999,attacker,11452.0
2826,SS Lazio,Marcelo Salas,23.0,Centre-Forward,River Plate,£15.75m,in,Summer,15.75,Serie A,1998,1998/1999,attacker,11703.0
2827,SS Lazio,Sinisa Mihajlovic,29.0,Centre-Back,Sampdoria,£15.30m,in,Summer,15.3,Serie A,1998,1998/1999,defender,11018.0
2828,SS Lazio,Iván De La Peña,22.0,Attacking Midfield,FC Barcelona,£13.50m,in,Summer,13.5,Serie A,1998,1998/1999,midfielder,1478.0
2829,SS Lazio,Dejan Stanković,19.0,Central Midfield,Red Star,£11.15m,in,Summer,11.15,Serie A,1998,1998/1999,midfielder,11704.0
2830,SS Lazio,Sérgio Conceição,23.0,Right Winger,FC Porto,£8.10m,in,Summer,8.1,Serie A,1998,1998/1999,attacker,11705.0
2831,SS Lazio,Fernando Couto,28.0,Centre-Back,FC Barcelona,£3.06m,in,Summer,3.06,Serie A,1998,1998/1999,defender,11229.0
2832,SS Lazio,Stefano Lombardi,21.0,Centre-Back,Genoa,£225Th.,in,Summer,0.225,Serie A,1998,1998/1999,defender,11706.0
2838,US Salernitana,Gennaro Gattuso,20.0,Central Midfield,Rangers,£4.18m,in,Summer,4.18,Serie A,1998,1998/1999,midfielder,11707.0
2839,US Salernitana,Rigobert Song,22.0,Centre-Back,FC Metz,£3.49m,in,Summer,3.49,Serie A,1998,1998/1999,defender,11649.0
2840,US Salernitana,Drazen Bolic,26.0,Centre-Back,Partizan,£702Th.,in,Summer,0.7020000000000001,Serie A,1998,1998/1999,defender,1483.0
2843,AC Parma,Juan Sebastián Verón,23.0,Central Midfield,Sampdoria,£15.75m,in,Summer,15.75,Serie A,1998,1998/1999,midfielder,11449.0
2844,AC Parma,Faustino Asprilla,28.0,Centre-Forward,Newcastle,£6.12m,in,Summer,6.12,Serie A,1998,1998/1999,attacker,11358.0
2845,AC Parma,Diego Fuser,29.0,Right Midfield,Lazio,£5.40m,in,Summer,5.4,Serie A,1998,1998/1999,midfielder,11012.0
2848,FC Internazionale,Nicola Ventola,20.0,Centre-Forward,Bari,£18.90m,in,Summer,18.9,Serie A,1998,1998/1999,attacker,1484.0
2849,FC Internazionale,Sébastien Frey,18.0,Goalkeeper,Cannes,£12.60m,in,Summer,12.6,Serie A,1998,1998/1999,goalkeeper,11708.0
2850,FC Internazionale,Mikaël Silvestre,20.0,Centre-Back,Stade Rennais,£6.30m,in,Summer,6.3,Serie A,1998,1998/1999,defender,11709.0
2851,FC Internazionale,Andrea Pirlo,19.0,Defensive Midfield,Brescia,£1.80m,in,Summer,1.8,Serie A,1998,1998/1999,midfielder,11710.0
2852,FC Internazionale,Roberto Baggio,31.0,Second Striker,Bologna,£1.62m,in,Summer,1.62,Serie A,1998,1998/1999,attacker,11333.0
2853,FC Internazionale,Ousmane Dabo,21.0,Defensive Midfield,Stade Rennais,£1.39m,in,Summer,1.39,Serie A,1998,1998/1999,midfielder,11711.0
2854,FC Internazionale,Zoumana Camara,19.0,Centre-Back,Saint-Étienne,£900Th.,in,Summer,0.9,Serie A,1998,1998/1999,defender,11712.0
2855,AS Roma,Fábio Júnior,20.0,Centre-Forward,Cruzeiro,£12.42m,in,Summer,12.42,Serie A,1998,1998/1999,attacker,11713.0
2856,AS Roma,Dmitri Alenichev,25.0,Central Midfield,Spartak Moscow,£6.30m,in,Summer,6.3,Serie A,1998,1998/1999,midfielder,11714.0
2857,AS Roma,Antônio Carlos Zago,29.0,Centre-Back,Corinthians,£3.15m,in,Summer,3.15,Serie A,1998,1998/1999,defender,1492.0
2858,AS Roma,Vágner,25.0,Defensive Midfield,Vasco da Gama,£405Th.,out,Summer,0.405,Serie A,1998,1998/1999,midfielder,11594.0
2859,Milan AC,Federico Giunti,27.0,Defensive Midfield,AC Parma,£225Th.,in,Winter,0.225,Serie A,1998,1998/1999,midfielder,11592.0
2861,UC Sampdoria,Doriva,26.0,Right Midfield,FC Porto,£810Th.,in,Winter,0.81,Serie A,1998,1998/1999,midfielder,11598.0
2862,Juventus FC,Thierry Henry,21.0,Centre-Forward,Monaco,£11.25m,in,Winter,11.25,Serie A,1998,1998/1999,attacker,11715.0
2863,Juventus FC,Juan Esnáider,25.0,Centre-Forward,Espanyol,£5.63m,in,Winter,5.63,Serie A,1998,1998/1999,attacker,11070.0
2864,Juventus FC,Ronnie O´Brien,20.0,Midfielder,Middlesbrough,£810Th.,in,Winter,0.81,Serie A,1998,1998/1999,midfielder,1494.0
2865,AC Fiorentina,Georgios Vakouftsis,18.0,Centre-Forward,Panathinaikos,£1.08m,in,Winter,1.08,Serie A,1998,1998/1999,attacker,1495.0
2866,US Salernitana,Gennaro Gattuso,20.0,Central Midfield,Rangers,£4.18m,in,Winter,4.18,Serie A,1998,1998/1999,midfielder,11707.0
2869,FC Internazionale,Dario Simic,23.0,Right-Back,Croatia Zagreb,£9.90m,in,Winter,9.9,Serie A,1998,1998/1999,defender,11716.0
2870,FC Internazionale,Gilberto,22.0,Left Midfield,Cruzeiro,£4.50m,in,Winter,4.5,Serie A,1998,1998/1999,midfielder,11717.0
2873,SL Benfica,Karel Poborsky,26.0,Right Midfield,Man Utd,£2.52m,in,Summer,2.52,Liga Nos,1998,1998/1999,midfielder,11359.0
2876,Vitória Guimarães SC,Fernando Meira,20.0,Centre-Back,Felgueiras,Loan fee:£135Th.,out,Summer,0.135,Liga Nos,1998,1998/1999,defender,11719.0
2877,SC Braga,Elpídio Silva,22.0,Centre-Forward,Kashiwa Reysol,£315Th.,in,Summer,0.315,Liga Nos,1998,1998/1999,attacker,11720.0
2878,FC Alverca,Mantorras,16.0,Centre-Forward,Progresso,£135Th.,in,Summer,0.135,Liga Nos,1998,1998/1999,attacker,11721.0
2879,Rio Ave FC,Armando Sá,22.0,Right-Back,Vila Real,£90Th.,in,Summer,0.09,Liga Nos,1998,1998/1999,defender,11722.0
2880,FC Porto,Deco,21.0,Attacking Midfield,Benfica,£7.20m,in,Winter,7.2,Liga Nos,1998,1998/1999,midfielder,11599.0
2881,FC Porto,Nélson,27.0,Right-Back,Aston Villa,£1.02m,in,Winter,1.02,Liga Nos,1998,1998/1999,defender,11723.0
2883,FC Porto,Artur,29.0,Forward,EC Vitória,£383Th.,out,Winter,0.38299999999999995,Liga Nos,1998,1998/1999,attacker,1503.0
2884,SL Benfica,Steve Harkness,27.0,Left-Back,Liverpool,£1.01m,in,Winter,1.01,Liga Nos,1998,1998/1999,defender,11725.0
2889,NAC Breda,Geert Brusselers,28.0,Central Midfield,Al-Nasr,£164Th.,out,Summer,0.16399999999999998,Eredivisie,1998,1998/1999,midfielder,1505.0
2890,Ajax Amsterdam,Giorgi Kinkladze,24.0,Attacking Midfield,Man City,£7.20m,in,Summer,7.2,Eredivisie,1998,1998/1999,midfielder,11259.0
2891,Vitesse Arnhem,Marko Perović,26.0,Attacking Midfield,Sporting Gijón,£540Th.,out,Summer,0.54,Eredivisie,1998,1998/1999,midfielder,1506.0
2894,NEC Nijmegen,Jack de Gier,29.0,Centre-Forward,Lierse SK,£135Th.,in,Summer,0.135,Eredivisie,1998,1998/1999,attacker,11726.0
2895,Willem II Tilburg,Delano Hill,23.0,Centre-Back,RKC Waalwijk,£405Th.,in,Summer,0.405,Eredivisie,1998,1998/1999,defender,11727.0
2898,PSV Eindhoven,Ruud van Nistelrooy,22.0,Centre-Forward,Heerenveen,£6.30m,in,Summer,6.3,Eredivisie,1998,1998/1999,attacker,11607.0
2899,PSV Eindhoven,Jorginho Paulista,18.0,Left-Back,Palmeiras,£4.50m,in,Summer,4.5,Eredivisie,1998,1998/1999,defender,11728.0
2900,PSV Eindhoven,Yuri Nikiforov,27.0,Centre-Back,Sporting Gijón,£2.43m,in,Summer,2.43,Eredivisie,1998,1998/1999,defender,11387.0
2901,PSV Eindhoven,Davy Oyen,22.0,Left-Back,KRC Genk,£2.25m,in,Summer,2.25,Eredivisie,1998,1998/1999,defender,1510.0
2902,PSV Eindhoven,Patrick Lodewijks,31.0,Goalkeeper,FC Groningen,£405Th.,in,Summer,0.405,Eredivisie,1998,1998/1999,goalkeeper,1511.0
2905,PSV Eindhoven,Arthur Numan,28.0,Left-Back,Rangers,£6.93m,out,Summer,6.93,Eredivisie,1998,1998/1999,defender,11022.0
2907,Twente Enschede FC,Kurt Van De Paar,20.0,Attacking Midfield,RSC Anderlecht,£324Th.,in,Summer,0.324,Eredivisie,1998,1998/1999,midfielder,1512.0
2909,SC Heerenveen,Dennis de Nooijer,29.0,Centre-Forward,Sparta R.,£961Th.,in,Summer,0.961,Eredivisie,1998,1998/1999,attacker,1513.0
2910,SC Heerenveen,Gérard de Nooijer,29.0,Centre-Back,Sparta R.,£961Th.,in,Summer,0.961,Eredivisie,1998,1998/1999,defender,1514.0
2913,Feyenoord Rotterdam,Jon Dahl Tomasson,21.0,Centre-Forward,Newcastle,£2.88m,in,Summer,2.88,Eredivisie,1998,1998/1999,attacker,11481.0
2914,Feyenoord Rotterdam,Giovanni van Bronckhorst,23.0,Left-Back,Rangers,£6.75m,out,Summer,6.75,Eredivisie,1998,1998/1999,defender,11729.0
2915,Roda JC Kerkrade,Marc Nygaard,21.0,Centre-Forward,MVV Maastricht,£342Th.,in,Summer,0.342,Eredivisie,1998,1998/1999,attacker,11730.0
2916,De Graafschap Doetinchem,Fabian Wilnis,28.0,Right-Back,Ipswich,£270Th.,out,Winter,0.27,Eredivisie,1998,1998/1999,defender,1517.0
2919,Sparta Rotterdam,Ali Elkhattabi,22.0,Centre-Forward,Heerenveen,£10Th.,in,Winter,0.01,Eredivisie,1998,1998/1999,attacker,11469.0
2920,Willem II Tilburg,Jukka Koskinen,26.0,Left-Back,Anyang LG Cheeta,£990Th.,out,Winter,0.99,Eredivisie,1998,1998/1999,defender,1518.0
2921,Twente Enschede FC,Spira Grujic,27.0,Sweeper,RSC Anderlecht,£324Th.,in,Winter,0.324,Eredivisie,1998,1998/1999,defender,1519.0
2923,RKC Waalwijk,Rick Hoogendorp,23.0,Centre-Forward,Dordrecht'90,£409Th.,in,Winter,0.409,Eredivisie,1998,1998/1999,attacker,11731.0
2924,Feyenoord Rotterdam,Giorgi Demetradze,22.0,Centre-Forward,Spartak V-kavkaz,£1.08m,out,Winter,1.08,Eredivisie,1998,1998/1999,attacker,11608.0
2926,FC Utrecht,Bernard Schuiteman,25.0,Centre-Back,Feyenoord,Loan fee:£135Th.,in,Winter,0.135,Eredivisie,1998,1998/1999,defender,11099.0
2927,Arsenal FC,Thierry Henry,21.0,Centre-Forward,Juventus,£14.49m,in,Summer,14.49,Premier League,1999,1999/2000,attacker,11715.0
2928,Arsenal FC,Davor Suker,31.0,Centre-Forward,Real Madrid,£4.86m,in,Summer,4.86,Premier League,1999,1999/2000,attacker,11396.0
2929,Arsenal FC,Oleg Luzhnyi,30.0,Right-Back,Dynamo Kyiv,£2.48m,in,Summer,2.48,Premier League,1999,1999/2000,defender,1521.0
2930,Arsenal FC,Stefan Malz,27.0,Left-Back,1860 Munich,£1.04m,in,Summer,1.04,Premier League,1999,1999/2000,defender,11732.0
2933,Arsenal FC,Jason Crowe,20.0,Right-Back,Portsmouth,£1.35m,out,Summer,1.35,Premier League,1999,1999/2000,defender,1523.0
2936,Arsenal FC,David Livermore,19.0,Central Midfield,Millwall,£45Th.,out,Summer,0.045,Premier League,1999,1999/2000,midfielder,11733.0
2937,Middlesbrough FC,Christian Ziege,27.0,Left Midfield,Milan,£5.40m,in,Summer,5.4,Premier League,1999,1999/2000,midfielder,11582.0
2938,Middlesbrough FC,Paul Ince,31.0,Defensive Midfield,Liverpool,£1.35m,in,Summer,1.35,Premier League,1999,1999/2000,midfielder,11337.0
2939,Middlesbrough FC,Andy Townsend,36.0,Central Midfield,West Brom,£45Th.,out,Summer,0.045,Premier League,1999,1999/2000,midfielder,11026.0
2940,Newcastle United,Kieron Dyer,20.0,Right Midfield,Ipswich,£8.10m,in,Summer,8.1,Premier League,1999,1999/2000,midfielder,11734.0
2941,Newcastle United,Alain Goma,26.0,Centre-Back,Paris SG,£6.30m,in,Summer,6.3,Premier League,1999,1999/2000,defender,11735.0
2942,Newcastle United,Marcelino,27.0,Centre-Back,RCD Mallorca,£6.03m,in,Summer,6.03,Premier League,1999,1999/2000,defender,1527.0
2943,Newcastle United,Diego Gavilán,19.0,Central Midfield,Cerro Porteño,£2.70m,in,Summer,2.7,Premier League,1999,1999/2000,midfielder,1528.0
2944,Newcastle United,Franck Dumas,31.0,Centre-Back,Monaco,£675Th.,in,Summer,0.675,Premier League,1999,1999/2000,defender,11736.0
2946,Newcastle United,Steve Howey,27.0,Centre-Back,Man City,£4.14m,out,Summer,4.14,Premier League,1999,1999/2000,defender,1530.0
2947,Newcastle United,Andreas Andersson,25.0,Centre-Forward,AIK,£2.48m,out,Summer,2.48,Premier League,1999,1999/2000,attacker,11515.0
2948,Newcastle United,Georgios Georgiadis,27.0,Right Winger,PAOK Salonika,£450Th.,out,Summer,0.45,Premier League,1999,1999/2000,attacker,11624.0
2949,Newcastle United,Paul Dalglish,23.0,Centre-Forward,Norwich,£405Th.,out,Summer,0.405,Premier League,1999,1999/2000,attacker,1531.0
2950,Manchester United,Mikaël Silvestre,22.0,Centre-Back,Inter,£5.13m,in,Summer,5.13,Premier League,1999,1999/2000,defender,11709.0
2951,Coventry City,Robbie Keane,19.0,Centre-Forward,Wolves,£8.10m,in,Summer,8.1,Premier League,1999,1999/2000,attacker,11737.0
2952,Coventry City,Carlton Palmer,33.0,Defensive Midfield,Nottm Forest,£540Th.,in,Summer,0.54,Premier League,1999,1999/2000,midfielder,11153.0
2955,Coventry City,Philippe Clement,25.0,Centre-Back,Club Brugge,£1.04m,out,Summer,1.04,Premier League,1999,1999/2000,defender,11617.0
2957,Wimbledon FC,Hermann Hreidarsson,24.0,Centre-Back,Brentford,£3.38m,in,Summer,3.38,Premier League,1999,1999/2000,defender,11738.0
2958,Wimbledon FC,Martin Andresen,22.0,Central Midfield,Stabæk Fotball,£2.70m,in,Summer,2.7,Premier League,1999,1999/2000,midfielder,1534.0
2959,Wimbledon FC,Walid Badir,25.0,Defensive Midfield,H. Petah Tikva,£1.35m,in,Summer,1.35,Premier League,1999,1999/2000,midfielder,1535.0
2961,Wimbledon FC,Mark Kennedy,23.0,Left-Back,Man City,£1.24m,out,Summer,1.24,Premier League,1999,1999/2000,defender,11166.0
2962,Wimbledon FC,Efan Ekoku,32.0,Centre-Forward,Grasshoppers,£1.17m,out,Summer,1.17,Premier League,1999,1999/2000,attacker,11134.0
2963,Leicester City,Tim Flowers,32.0,Goalkeeper,Blackburn,£1.62m,in,Summer,1.62,Premier League,1999,1999/2000,goalkeeper,11064.0
2964,Leicester City,Guy Branston,20.0,Centre-Back,Rotherham,£68Th.,out,Summer,0.068,Premier League,1999,1999/2000,defender,11739.0
2965,Watford FC,Nordin Wooter,22.0,Right Winger,Real Zaragoza,£1.26m,in,Summer,1.26,Premier League,1999,1999/2000,attacker,1537.0
2966,Bradford City,David Wetherall,28.0,Centre-Back,Leeds,£1.89m,in,Summer,1.89,Premier League,1999,1999/2000,defender,1538.0
2967,Bradford City,Lee Sharpe,28.0,Left Midfield,Leeds,£270Th.,in,Summer,0.27,Premier League,1999,1999/2000,midfielder,11363.0
2968,Bradford City,Neil Redfearn,34.0,Midfielder,Charlton,£258Th.,in,Summer,0.258,Premier League,1999,1999/2000,midfielder,11493.0
2969,Chelsea FC,Chris Sutton,26.0,Centre-Forward,Blackburn,£13.50m,in,Summer,13.5,Premier League,1999,1999/2000,attacker,11145.0
2970,Chelsea FC,Gabriele Ambrosetti,25.0,Left Midfield,Vicenza,£4.40m,in,Summer,4.4,Premier League,1999,1999/2000,midfielder,1539.0
2971,Chelsea FC,Didier Deschamps,30.0,Defensive Midfield,Juventus,£1.80m,in,Summer,1.8,Premier League,1999,1999/2000,midfielder,11224.0
2972,Chelsea FC,Jes Högh,33.0,Centre-Back,Fenerbahce,£423Th.,in,Summer,0.423,Premier League,1999,1999/2000,defender,1540.0
2974,Aston Villa,George Boateng,23.0,Defensive Midfield,Coventry,£5.58m,in,Summer,5.58,Premier League,1999,1999/2000,midfielder,11510.0
2975,Aston Villa,David James,28.0,Goalkeeper,Liverpool,£2.16m,in,Summer,2.16,Premier League,1999,1999/2000,goalkeeper,10963.0
2976,Aston Villa,Najwan Ghrayib,25.0,Left-Back,Hapoel Haifa,£900Th.,in,Summer,0.9,Premier League,1999,1999/2000,defender,11740.0
2977,Aston Villa,Riccardo Scimeca,24.0,Centre-Back,Nottm Forest,£4.05m,out,Summer,4.05,Premier League,1999,1999/2000,defender,11741.0
2978,Aston Villa,Michael Oakes,25.0,Goalkeeper,Wolves,£675Th.,out,Summer,0.675,Premier League,1999,1999/2000,goalkeeper,11742.0
2979,Derby County,Seth Johnson,20.0,Central Midfield,Crewe Alexandra,£4.05m,in,Summer,4.05,Premier League,1999,1999/2000,midfielder,11743.0
2980,Derby County,Lee Morris,19.0,Centre-Forward,Sheffield Utd.,£3.78m,in,Summer,3.78,Premier League,1999,1999/2000,attacker,11744.0
2981,Derby County,Andy Oakes,22.0,Goalkeeper,Hull City,£450Th.,in,Summer,0.45,Premier League,1999,1999/2000,goalkeeper,1546.0
2984,Everton FC,Kevin Campbell,29.0,Centre-Forward,Trabzonspor,£4.05m,in,Summer,4.05,Premier League,1999,1999/2000,attacker,11127.0
2985,Everton FC,Abel Xavier,26.0,Right-Back,PSV Eindhoven,£1.89m,in,Summer,1.89,Premier League,1999,1999/2000,defender,11745.0
2986,Everton FC,Mark Pembridge,28.0,Left Midfield,Benfica,£900Th.,in,Summer,0.9,Premier League,1999,1999/2000,midfielder,11243.0
2990,Everton FC,Craig Short,31.0,Centre-Back,Blackburn,£2.30m,out,Summer,2.3,Premier League,1999,1999/2000,defender,11271.0
2992,Liverpool FC,Dietmar Hamann,25.0,Defensive Midfield,Newcastle,£10.80m,in,Summer,10.8,Premier League,1999,1999/2000,midfielder,11619.0
2993,Liverpool FC,Vladimir Smicer,26.0,Attacking Midfield,Lens,£6.12m,in,Summer,6.12,Premier League,1999,1999/2000,midfielder,11440.0
2994,Liverpool FC,Sander Westerveld,24.0,Goalkeeper,Vitesse,£5.40m,in,Summer,5.4,Premier League,1999,1999/2000,goalkeeper,11465.0
2995,Liverpool FC,Stéphane Henchoz,24.0,Centre-Back,Blackburn,£4.86m,in,Summer,4.86,Premier League,1999,1999/2000,defender,11292.0
2996,Liverpool FC,Titi Camara,26.0,Centre-Forward,Marseille,£3.51m,in,Summer,3.51,Premier League,1999,1999/2000,attacker,11746.0
2997,Liverpool FC,Sami Hyypiä,25.0,Centre-Back,Willem II,£3.51m,in,Summer,3.51,Premier League,1999,1999/2000,defender,1549.0
3003,Liverpool FC,Karl-Heinz Riedle,34.0,Centre-Forward,Fulham,£248Th.,out,Summer,0.248,Premier League,1999,1999/2000,attacker,11092.0
3004,Tottenham Hotspur,Chris Perry,26.0,Centre-Back,Wimbledon FC,£5.40m,in,Summer,5.4,Premier League,1999,1999/2000,defender,11747.0
3005,Tottenham Hotspur,Öyvind Leonhardsen,28.0,Attacking Midfield,Liverpool,£4.05m,in,Summer,4.05,Premier League,1999,1999/2000,midfielder,11163.0
3006,Tottenham Hotspur,Willem Korsten,24.0,Left Winger,Vitesse,£1.53m,in,Summer,1.53,Premier League,1999,1999/2000,attacker,1551.0
3007,Tottenham Hotspur,Matthew Etherington,17.0,Left Midfield,Peterborough,£675Th.,in,Summer,0.675,Premier League,1999,1999/2000,midfielder,11748.0
3008,Tottenham Hotspur,Rory Allen,21.0,Forward,Portsmouth,£1.35m,out,Summer,1.35,Premier League,1999,1999/2000,attacker,1553.0
3009,Southampton FC,Jo Tessem,27.0,Central Midfield,Molde,£810Th.,in,Summer,0.81,Premier League,1999,1999/2000,midfielder,1554.0
3010,Southampton FC,Imants Bleidelis,23.0,Right Midfield,Skonto Riga,£788Th.,in,Summer,0.7879999999999999,Premier League,1999,1999/2000,midfielder,1555.0
3011,Southampton FC,Luís Boa Morte,21.0,Left Midfield,Arsenal,£630Th.,in,Summer,0.63,Premier League,1999,1999/2000,midfielder,11486.0
3012,Southampton FC,Tahar El Khalej,31.0,Centre-Back,Benfica,£450Th.,in,Summer,0.45,Premier League,1999,1999/2000,defender,1556.0
3013,Southampton FC,Trond Soltvedt,32.0,Attacking Midfield,Coventry,£405Th.,in,Summer,0.405,Premier League,1999,1999/2000,midfielder,11475.0
3014,Southampton FC,Scott Marshall,26.0,Centre-Back,Brentford,£338Th.,out,Summer,0.33799999999999997,Premier League,1999,1999/2000,defender,11749.0
3015,Southampton FC,Andy Williams,21.0,Defender,Swindon Town,£72Th.,out,Summer,0.07200000000000001,Premier League,1999,1999/2000,defender,11750.0
3016,Sunderland AFC,Stefan Schwarz,30.0,Central Midfield,Valencia,£5.40m,in,Summer,5.4,Premier League,1999,1999/2000,midfielder,11125.0
3017,Sunderland AFC,Carsten Fredgaard,23.0,Left-Back,Lyngby FC,£1.98m,in,Summer,1.98,Premier League,1999,1999/2000,defender,11751.0
3018,Sunderland AFC,John Oster,20.0,Central Midfield,Everton,£900Th.,in,Summer,0.9,Premier League,1999,1999/2000,midfielder,11502.0
3019,Sunderland AFC,Steve Bould,36.0,Centre-Back,Arsenal,£720Th.,in,Summer,0.72,Premier League,1999,1999/2000,defender,1560.0
3020,Sunderland AFC,Éric Roy,31.0,Defensive Midfield,Marseille,£248Th.,in,Summer,0.248,Premier League,1999,1999/2000,midfielder,1561.0
3021,Sunderland AFC,Michael Ingham,18.0,Goalkeeper,Cliftonville,£41Th.,in,Summer,0.040999999999999995,Premier League,1999,1999/2000,goalkeeper,1562.0
3023,Sunderland AFC,Lee Clark,26.0,Right Winger,Fulham,£4.05m,out,Summer,4.05,Premier League,1999,1999/2000,attacker,11371.0
3024,West Ham United,Paulo Wanchope,22.0,Centre-Forward,Derby,£4.82m,in,Summer,4.82,Premier League,1999,1999/2000,attacker,11382.0
3025,West Ham United,Jermain Defoe,16.0,Centre-Forward,Charlton U18,£1.55m,in,Summer,1.55,Premier League,1999,1999/2000,attacker,11752.0
3026,West Ham United,Igor Stimac,31.0,Centre-Back,Derby,£630Th.,in,Summer,0.63,Premier League,1999,1999/2000,defender,1564.0
3027,West Ham United,Jimmy Bullard,20.0,Central Midfield,GNFC,£41Th.,in,Summer,0.040999999999999995,Premier League,1999,1999/2000,midfielder,11753.0
3028,West Ham United,Eyal Berkovic,27.0,Attacking Midfield,Celtic,£7.92m,out,Summer,7.92,Premier League,1999,1999/2000,midfielder,11488.0
3029,West Ham United,Stan Lazaridis,26.0,Left Midfield,Birmingham,£2.03m,out,Summer,2.03,Premier League,1999,1999/2000,midfielder,11374.0
3030,West Ham United,Lee Hodges,21.0,Left Midfield,Scunthorpe Utd.,£131Th.,out,Summer,0.131,Premier League,1999,1999/2000,midfielder,1566.0
3031,Leeds United,Darren Huckerby,23.0,Right Winger,Coventry,£6.84m,in,Summer,6.84,Premier League,1999,1999/2000,attacker,11249.0
3032,Leeds United,Michael Bridges,20.0,Centre-Forward,Sunderland,£6.75m,in,Summer,6.75,Premier League,1999,1999/2000,attacker,11754.0
3033,Leeds United,Michael Duberry,23.0,Centre-Back,Chelsea,£6.08m,in,Summer,6.08,Premier League,1999,1999/2000,defender,11755.0
3034,Leeds United,Danny Mills,22.0,Right-Back,Charlton,£5.40m,in,Summer,5.4,Premier League,1999,1999/2000,defender,1569.0
3035,Leeds United,Eirik Bakke,21.0,Central Midfield,Sogndal IL,£2.34m,in,Summer,2.34,Premier League,1999,1999/2000,midfielder,1570.0
3036,Leeds United,Danny Hay,24.0,Centre-Back,Perth Glory,£252Th.,in,Summer,0.252,Premier League,1999,1999/2000,defender,1571.0
3037,Leeds United,Dejan Milosevic,21.0,Goalkeeper,Perth Glory,£158Th.,in,Summer,0.158,Premier League,1999,1999/2000,goalkeeper,1572.0
3040,Leeds United,Danny Granville,24.0,Left-Back,Man City,£1.26m,out,Summer,1.26,Premier League,1999,1999/2000,defender,11379.0
3041,Leeds United,Clyde Wijnhard,25.0,Centre-Forward,Huddersfield,£945Th.,out,Summer,0.945,Premier League,1999,1999/2000,attacker,11629.0
3043,Sheffield Wednesday,Gilles De Bilde,28.0,Centre-Forward,PSV Eindhoven,£4.50m,in,Summer,4.5,Premier League,1999,1999/2000,attacker,1573.0
3044,Sheffield Wednesday,Gerald Sibon,25.0,Centre-Forward,Ajax,£2.70m,in,Summer,2.7,Premier League,1999,1999/2000,attacker,11604.0
3045,Middlesbrough FC,Carlos Marinelli,17.0,Attacking Midfield,Boca Juniors,£2.54m,in,Winter,2.54,Premier League,1999,1999/2000,midfielder,1574.0
3047,Manchester United,Quinton Fortune,22.0,Central Midfield,Atlético Madrid,£2.03m,in,Winter,2.03,Premier League,1999,1999/2000,midfielder,1575.0
3048,Manchester United,Erik Nevland,22.0,Centre-Forward,Viking FK,£315Th.,out,Winter,0.315,Premier League,1999,1999/2000,attacker,11756.0
3049,Coventry City,Mustapha Hadji,28.0,Attacking Midfield,Dep. La Coruña,£5.40m,in,Winter,5.4,Premier League,1999,1999/2000,midfielder,11757.0
3050,Coventry City,Cédric Roussel,22.0,Centre-Forward,KAA Gent,£1.51m,in,Winter,1.51,Premier League,1999,1999/2000,attacker,11758.0
3051,Coventry City,Ysrael Zúñiga,23.0,Centre-Forward,FBC Melgar,£1.35m,in,Winter,1.35,Premier League,1999,1999/2000,attacker,1579.0
3052,Coventry City,Colin Hendry,34.0,Centre-Back,Rangers,£1.04m,in,Winter,1.04,Premier League,1999,1999/2000,defender,11633.0
3053,Coventry City,Tomas Antonelius,26.0,Right-Back,AIK,£360Th.,in,Winter,0.36,Premier League,1999,1999/2000,defender,1580.0
3054,Wimbledon FC,Ceri Hughes,28.0,Central Midfield,Portsmouth,£152Th.,out,Winter,0.152,Premier League,1999,1999/2000,midfielder,11474.0
3055,Leicester City,Darren Eadie,24.0,Left Midfield,Norwich,£4.05m,in,Winter,4.05,Premier League,1999,1999/2000,midfielder,1581.0
